tweet_id,airline_sentiment,whole_tweet,emoticon,mentions,hashtags,airline,n_words,n_words_mayus,n_words_mayus_len,n_suspensivos,n_exclamations,n_questions,len_tw
933610996584808451,negative,iberia es la eta militar de las aerolineas mis peores experiencias han sido todas con ellos,[],[],[],['iberia'],16,1,3,0,0,0,91
932550811867058176,negative,hola andrea mi pareja ya tiene sentencia firme por el abandono de iberia en praga le han indemnizado con 600 euros que ya ha cobrado no necesitamos ni abogado ni procurador solo un escrito en el juzgado mercantil demandando a iberia saludos ,[],[],[],"['iberia', 'iberia']",42,0,0,0,0,0,241
937276175830970368,negative,flandivar quiz viajero llegando a malaga por ryanair nos pusieron una musiquita por el altavoz que nos encentivo a aplaudir teamaplausosinternacional,[],"['flandivar', 'quiz_viajero']","['Málaga', 'Ryanair,', 'TeamAplausosInternacional']",['ryanair'],20,0,0,0,0,0,149
944625831707586561,negative,finalmente renfe tuvo que proporcionarme una autorizacion para viajar pero esto es lamentable y me va a volver a pasar lo mismo con el billete de vuelta porque el codigo de reserva es el mismo ,[],['renfe'],[],[],35,0,0,0,0,0,193
944227994712854531,negative,pues la verdad es que no pocas explicaciones ninguna alternativa tenida en cuenta etc dejando mucho que desear ,[],[],[],[],18,0,0,0,0,0,111
935175585176997888,neutral,con iberia mi destino a un solo click deseadme suerte holaargentina hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaArgentina.'],['iberia'],18,0,0,0,1,0,109
927913392005935104,neutral,en iberia ofrecen un 10 de descuento a los asistentes a gijonsecome con el codigo de descuento iigijonsecome,[],['Iberia'],['GijónSeCome'],['iberia'],18,0,0,0,0,0,108
935823952638894087,negative,iberia hice una compra de pasaje y nunca llego el mail con la confirmacion si bien figura la reserva ingresando el codigo por la web me lo podrian enviar va el codigo por dm,[],['Iberia'],[],['iberia'],34,1,2,0,0,1,173
935827621153329152,negative,acabo de venir del mostrador de atencion al cliente donde me mandan a llamar al telefono lo chistoso es que del telefono me dijeron que viniera a atencion al cliente ya que viajaba que divertido juego de ping pong ,[],[],[],[],39,0,0,0,0,0,214
931517052522782720,negative,tripulacion del vuelo por iberia 6409 de mad a mex atrapados en el aeropuerto de queretaro por el banco de niebla en cdmx n debimos llegar 5 05am a aicm mx y son 7 40am sin tener certeza de una solucion ,['1f613'],"['Iberia', 'AICM_mx']","['MAD', 'MEX']",['iberia'],37,2,8,1,0,0,203
947271595210526720,neutral,asi fue el accidente del vuelo 5022 de spanair el mas letal en espana en 2 decadas video ,[],[],[],[],18,0,0,0,0,0,89
941274021240467458,neutral,y hace 90 anos que iberia levanto el vuelo y unio madrid y barcelona,[],[],[],['iberia'],15,0,0,0,0,0,68
944347285814734849,negative,manana regresamos a casa a pasar las fiestas y matiservedia no podra comer nada porque iberia no le puede ofrecer algo vegetariano dijeron que existia la funcion al hacer check in y es mentira pero feliznavidadparatodos en iberia rtpormati,['1f622'],"['MatiServedia', 'Iberia']","['FelizNavidadParaTodos', 'Iberia', 'RTporMati']","['iberia', 'iberia']",38,0,0,0,0,0,239
926358999091556352,neutral,pues ya sabes iberia y billete cerrado ,[],[],[],['iberia'],7,0,0,0,0,0,39
945503134683619329,negative,iberia iberia en iberiapromos iberia perdio mi maleta hace 5 dias con mis medicamentos adentro y no me los van a pagar madrid feliznavidad2017,[],"['Iberia', 'Iberia_en', 'IberiaPromos']","['madrid', 'FelizNavidad2017']","['iberia', 'iberia']",23,17,71,0,0,0,142
933375620771348481,positive,que buenos tiempos del b 747 el avion por excelencia volveremos a verlo de nuevo en ib ,[],[],[],[],16,2,9,0,0,1,87
936742081829228549,negative,vergonzoso iberia cancela el vuelo chicago madrid del 21 de diciembre porque si y a los que viajamos para un par de dias de vacaciones que nos den vergonzoso esto si que es marcaespana nahora que hacemos los que tenemos que volar ese dia si o si asi nos va,[],['Iberia'],['MarcaEspana\\nAhora'],['iberia'],48,1,1,0,0,1,256
940926656855924737,negative,cuando he dicho yo que ryanair haya actuado bien yo estuve respondiendo una cosa en concreto que creo que era falsa pero no le di la razon a ryanair ,[],[],[],"['ryanair', 'ryanair']",29,0,0,0,0,1,149
934022549041700865,neutral,el black friday tambien en iberia,[],[],[],[],6,0,0,0,0,0,33
944383945122164737,negative,pues fue tan desagradable que yo no gastaria dinero en iberia ,[],[],[],['iberia'],11,1,7,0,0,0,62
948531288352403456,negative,un pasajero sale por la puerta de emergencia de un avion de ryanair cansado de esperar mas de una hora,[],[],[],['ryanair'],20,0,0,0,0,0,102
941056967388418048,negative,rt por favor pasajeros que iberia les demora la devolucion del dinero jodamoslos retuiteemos y compartamos en redes entre todos para que les podamos joder la mayor cantidad de ventas posibles iberia no cumple que otros puedan elegir otras aerolineas ,[],[],[],"['iberia', 'iberia']",40,39,215,0,0,1,250
929993908146274304,neutral,jajajajajja llevate el pasaporte tambien lu,[],[],[],[],6,0,0,0,0,0,43
934801425212768257,neutral,unchinodechina n nme ayudas a difundir por favor ,[],['unchinodechina'],[],[],7,0,0,0,0,1,49
941610607941423104,neutral,yo he volado en vuelos de niki que operaba air berlin habia una colaboracion estrecha entre ambas quiza no era una cosa publica pero vamos yo sabiendo lo de air berlin no iba a coger ya niki paso con spanair de la noche a la manana tambien ,[],[],[],[],48,0,0,0,0,0,240
933658866100908033,negative,iberia no atiende las reclamaciones de indemnizacion por retraso superior a tres horas a pesar de saber que tiene obligacion de hacerlo mientras no les impongan una cuantiosa sancion seguira haciendolo la mayoria no reclaman judicialmente que verguenza ,[],['Iberia'],[],['iberia'],38,2,15,1,0,0,253
933425022345105409,negative,me consta que es una verguenza ,[],[],[],[],6,0,0,0,0,0,31
947229450470674432,positive,a mi me suena que hace tiempo llevo al barca desde el prat a un amistoso en el golfo ,[],[],[],[],19,1,1,0,0,0,85
924077821651226625,neutral,calera iberia lo apoya fue al tas para que el descenso sea para el colista del transicion y no del promedio como ahora,[],[],[],['iberia'],23,1,4,0,0,0,118
927811929703354368,positive,mil gracias luis ,"['1f618', '1f618', '1f618']",[],[],[],4,0,0,0,0,0,17
940907042746880000,positive,que placer viajar con ryanair nla nueva politica de equipajes de ryanair entrara en vigor el proximo mes via bolsamania,[],['Bolsamania'],[],['ryanair'],20,0,0,0,0,0,119
935827345688223744,positive,hola iberia he hecho check in con la app despues de muchos meses y la experiencia ha sido brutalmente buena ,"['1f44c', '1f642', '1f44f']",['Iberia.'],[],['iberia'],21,0,0,0,0,0,108
938099686052909057,negative,alsa autobuses hola mi vuelo viena madrid va a salir con 15 minutos de retraso gracias a iberia tengo un billete desde barajas t4 a valladolid a las 23 00 es posible que este autobus nos espere unos 10 minutos debido a este retraso gracias ,[],"['ALSA_Autobuses', 'Iberia']",[],['iberia'],42,1,2,0,2,1,240
945709238592163840,positive,ahorrar esta sobrevalorado a mi ryanair me esta poniendo ojitos,[],[],[],['ryanair'],10,0,0,0,0,0,63
940856704010543104,negative,ryanair me siento estafado,[],['Ryanair'],[],['ryanair'],4,0,0,0,0,0,26
950452229701500928,negative,deberian quitarles la licencia y que sean otras companias mas serias las que ocupen su lugar ,[],[],[],[],16,0,0,0,0,0,93
940907443609112576,negative,ryanair pide a sus pilotos que abandonen sus planes de huelga ryanair es,[],['Ryanair_ES'],"['pilotos', 'huelga']",['ryanair'],13,0,0,0,0,0,72
936346674422837249,negative,ariajo suarez iberia yo puse una reclamacion una vez porque iberia me metio en un avion que parecia de la primera guerra mundial ,[],"['Iberia', 'Iberia']",[],"['iberia', 'iberia']",22,0,0,0,2,0,129
930464796713111552,positive,felicitaciones,[],[],[],[],1,0,0,0,0,0,14
923428197663952896,positive,buen despegue a veces veo spotters en esa zona,[],[],[],[],9,1,1,0,2,0,46
948998279928406017,positive,g transporto un 4 1 mas de pasajeros en 2017 gracias al empuje de iberia,[],[],[],['iberia'],15,1,1,0,0,0,72
943973401898704900,positive,felices fiestas es una pena que ya los venezolanos no podamos volar con ustedes mi experiencia siempre fue inmejorable ojala vuelvan pronto ,['2639'],[],[],[],23,0,0,0,6,0,140
945089846401527811,neutral,antonio baldellou nuevo director de instalaciones existentes y modernizaciones de schindler iberia recursos humanos rrhh press schindler multinacional suiza fabricante de escaleras mecanicas y ascensores ha nombrado a antonio baldellou director ,[],[],[],['iberia'],33,1,4,1,0,0,245
937086003344494592,neutral,iberia tripulante de cabina de pasajeros,[],[],[],['iberia'],7,0,0,0,0,0,40
930902113735102469,negative,primer vuelo de mi vida perdido gracias a la ayuda de ryanair ryanairflights worstflightcompany,[],"['Ryanair', 'RyanairFlights']",['worstflightcompany'],['ryanair'],14,0,0,0,0,0,95
941429949055033345,neutral,hoy iberia cumple 90 anos de su primer vuelo felicidades avgeek pasionporlaaviacion en ,[],[],"['AvGeek', 'PasionPorLaAviacion']",['iberia'],14,0,0,0,4,0,87
937268233396158464,negative,scubre shanghai vuelo directo con iberia 5 dias desde 963 tax includ,[],[],[],['iberia'],13,0,0,0,0,0,68
936171685212053505,negative,los de ryanair son un poco guarretes jajaja no volaba cn ellos ni aunque me pagaran via cincodiascom,[],['CincoDiascom'],[],['ryanair'],19,0,0,0,0,0,100
933428340781977601,neutral,iberia ampliara sus vuelos semanales a buenos aires n,[],[],[],['iberia'],8,0,0,0,0,0,53
926296489491443712,neutral,iberia dos asientos juntos pueden explicarme si es la nueva politica de iberia para fidelizar clientes y si puedo arreglarlo ngracias,[],['Iberia'],[],"['iberia', 'iberia']",20,1,1,0,0,1,133
944883633273430017,positive,gracias iberia por el regalazo de navidad upgrade a business en un vuelo de 10 horas no tiene precio ,"['1f384', '1f381', '1f64f']",['Iberia'],"['Upgrade', 'Business']",['iberia'],20,0,0,0,2,0,101
937637157128241152,negative,asi fue el accidente del vuelo 5022 de spanair el mas letal en espana en 2 decadas video ,[],[],[],[],18,0,0,0,0,0,89
944121354076475392,neutral,idoya esperemos que no al menos ponen de su parte en solucionarlo ,[],[],[],[],13,0,0,0,0,0,66
933745435700842496,neutral,madrid ,[],[],[],[],1,0,0,0,0,0,7
927300623216926722,positive,iberia buenas nochepic twitter com ry0hjyzhdg,"['1f31f', '1f31f']",['Iberia'],[],['iberia'],3,0,0,0,0,0,45
926090399386603520,negative,pues menudo timo zane gh ibexpress help iberiaexpress iberia,[],"['Zane_GH', 'ibexpress_help', 'iberiaexpress', 'Iberia']",[],"['iberiaexpress', 'iberia']",7,0,0,0,0,0,60
941358657966673920,negative,que verguenza dentro de lo malo quedo en un aeropuerto donde maneja el idioma que la puedas abrazar pronto ,[],[],[],[],19,0,0,0,1,0,107
944531496613892096,negative,ryanair y united peores aerolineas de 2017 segun la consultora brintanica which ,[],[],[],['ryanair'],12,0,0,0,0,1,80
933837229218287616,neutral,pero es la mejor no se con iberia ya habia pasado arrechera con aa todo fue bello,[],[],[],['iberia'],17,1,2,0,0,0,81
923977631472680960,neutral,el salvador y diputados no abren el espacio aereo a las aerolineas como ryanair nmira los precios desde madrid n,[],[],[],['ryanair'],19,4,29,1,0,0,112
941699935719841792,negative,ale a gatwick n niberia panda de inutiles redomados,[],[],[],[],7,2,17,0,0,0,51
944222698187771904,positive,el viaje de la semana pasada a san francisco me sirvio para subir de categoria iberia plus manana maleta extra y embarque prioritario en el vuelo familiar a madrid por navidad gracias ,[],['Iberia'],[],['iberia'],32,0,0,0,4,0,184
947137207273508864,neutral,reclama el billete tiene seguro ,[],[],[],[],5,0,0,0,0,0,32
941053132632621056,negative,madre mia mana de gilipollas,[],[],[],[],5,0,0,1,0,0,28
945583190114172929,negative,airnostrumlam origen del vuelo turin en avion de iberia airnostrum para su conocimiento tomen nota,[],['AirNostrumLAM'],[],"['iberia', 'airnostrum']",15,0,0,0,0,0,98
937019636683558912,negative,dios mio hablando asi ingles se parece a las azafatas de iberia ,[],[],[],['iberia'],13,0,0,0,2,0,64
924949886721843200,positive,eria regala smartphones a los 200 pasajeros de un vuelo la chispa revista de turismo,[],[],[],[],18,0,0,0,0,0,84
948105427199451136,negative,hoy en el aeropuerto en la ventana de iberia iberiaexpress nadie sabia nada de los vuelos a heathrow a partir de marzo cero informacion penoso,[],"['Iberia', 'iberiaexpress']",[],"['iberia', 'iberiaexpress']",25,0,0,0,0,0,142
932697697412419587,positive,hacemos alcanzable lo inalcanzable ryanair,[],[],['Ryanair'],['ryanair'],5,0,0,0,0,0,42
923956317928284161,negative,a que esperan renfe e iberia para suspender todas sus relaciones de transporte con cataluna ,[],[],[],['iberia'],15,1,1,0,0,1,92
942837223438913536,positive,todo en exceso es malo menos viajar holaeuropa bienvenidos iberia quiero disfrutar con ustedes de una experiencia de vuelo unica pic twitter com euul9zgefu,"['1f60e', '1f600']",['iberia'],['HolaEuropa'],['iberia'],21,0,0,1,1,0,155
935873547859263488,neutral,la aerolinea iberia tendra nuevas conexiones en 2018 desde el aeropuerto de madrid hacia managua y sanfrancisco,[],['Iberia'],"['aeropuerto', 'Madrid', 'Managua', 'SanFranciscohttp://ow.ly/my4h30gLRAc\\xa0']",['iberia'],17,0,0,0,0,0,111
943913958045552642,neutral,los pilotos ryanair en alemania haran huelga este viernes la primera en la historia de la aerolinea via epturismo,[],['epturismo'],[],['ryanair'],20,0,0,0,0,0,113
941252570173108226,neutral,hoy se cumplen 90 anos del primer vuelo de iberia xa0 via aerotendencias aniversario aerolineaspic twitter com aj3dxf0che,"['2708', '1f382']","['Iberia', 'Aerotendencias']","['Aniversario', 'Aerolineaspic.twitter.com/aJ3Dxf0CHE']",['iberia'],15,0,0,0,0,0,121
933424018601934848,negative,claro como ryanair q decian q iban de pie y resulta q es la cia que ha tenido q contratar todo lo que dejo spanair y los ajustes de ib a saber q mas ,[],[],[],['ryanair'],33,1,5,1,0,0,149
928587130301046784,positive,con el asco que le tenia a ryanair hace anos hoy esta siendo todo muy smooth me haran cambiar de opinion ,['1f602'],['Ryanair'],[],['ryanair'],22,0,0,0,0,1,105
948430233807609857,negative,ryanair desaloja a varias chicas de un avion por comportarse como animales,[],[],[],['ryanair'],12,0,0,0,0,0,74
937399289797419008,positive,dhl coge el toro de la tecnologia por los cuernos,[],[],[],[],10,1,3,0,0,0,49
934123874840711168,negative,pues vale molt be pues adios vueling,[],['vuelinghttps://twitter.com/AntoniPam/status/934122447422488576\\xa0…'],[],[],7,0,0,1,0,0,36
950456681615458305,negative,la decision de ryanair sobre el equipaje de mano que va a enfadar a la mayoria de sus clientes,[],[],[],['ryanair'],19,0,0,0,0,0,94
948629406372810752,negative,recibo por mail el resumen de la tarjeta 150 por cinco horas de wi fi gracias iberia ,['1f612'],[],[],['iberia'],17,0,0,0,1,0,85
935855822718095362,negative,ertenembaum fijate que pasa con la ruta que aa deja hacer a bcn tiene 94 ocupacion pero iberia fue beneficiada,[],['ertenembaum'],[],['iberia'],20,1,2,0,0,0,110
937086135842623488,negative,the latest el australiner diario airbus iberia,[],[],"['airbus', 'iberia']",['iberia'],8,0,0,0,1,0,46
930228810452291584,neutral, ryanair bromea con el aeropuerto a nombre de cr7 homenaje o burla 20m,[],[],['20m'],['ryanair'],14,1,3,0,0,1,70
923177947942522880,negative,semana155m4 nputo ryanair otro vuelo que cancelan pic twitter com 41ho1brsyn,[],[],['Semana155M4\\nPuto'],['ryanair'],7,0,0,0,3,0,76
948548610593091585,neutral,que pare el mundo que yo me bajo version mejorada,"['1f602', '1f91a']",[],[],[],11,0,0,0,0,0,49
948639079058391040,neutral,viral un pasajero de ryanair enfadado sale por la puerta de emergencia del avion cansado de esperar intento bajarse saliendo por una de las puertas de emergencia nel pasajero fue detenido por la guardia civil pic twitter com wtzthkvyjl,[],[],"['Viral', 'Ryanair']",['ryanair'],36,0,0,0,0,0,235
927623530585509889,negative,facua pueden ayudarme con una maleta perdida por iberia por favor no hacen nada por buscarla y el telefono de reclamacion es un 901,[],['facua'],[],['iberia'],24,0,0,0,0,1,131
947875360905072640,neutral,llega el primer duelodemarcas de marketingdirecto ryanair vs easyjet cual ganara ,[],[],['duelodemarcas'],"['ryanair', 'easyjet']",12,0,0,0,0,1,81
945640105129193472,neutral,en la opcion 3 se puede hacer mediante tarjeta credito o debito llamando a ese numero que me facilitaron y para un vuelo tenerife barcelona ida y vuelta cuanto seria el precio usando esa opcion,[],[],[],[],35,1,1,0,0,1,193
938058857628266496,negative,beria scoobymedina le doy rt pero me parece de cuarta que exigan rt para hacer e,[],['scoobymedina'],[],[],16,2,5,0,0,0,80
946709155389329408,negative,iberia teneis suerte de ser los unicos practicamente que volais a melilla porque mi maleta ha llegado 2 dias tarde y vosotros plim cero atencion al cliente y cero empatia ,[],['iberia'],[],['iberia'],30,0,0,0,0,0,171
940576705525288960,neutral,gracias,[],[],[],[],1,0,0,0,0,0,7
932986009452675072,positive,iberia enterprise gruponexo nhhotelses que grande supergex,[],"['Iberia', 'Enterprise', 'GrupoNexo', 'nhhotelses']",['supergex'],['iberia'],7,0,0,0,1,0,58
946394257258106885,positive,la mejor presentacion que he visto en todos los vuelos la realizada hoy en el ib3878 x su comandante f sanz felicidades iberia,[],['Iberia'],[],['iberia'],23,2,8,0,0,0,126
937266909120167936,neutral,no no lo han hecho solo han hecho una pregunta que ya estaba explicado en el mensaje,[],[],[],[],17,0,0,0,0,0,84
940748989309341696,negative, asinomas pilotos amenazan con nuevas protestas en contra de ryanair en europa,['25b6'],[],[],['ryanair'],13,0,0,0,0,0,78
926406054656856064,neutral,me resulta dificil de creer que este tipo estuviera en babia respecto del diseno de la cia para iberia ejecutado en los anos 70 y 80 ,[],[],[],['iberia'],26,1,3,0,0,0,133
923437427892670464,negative,iberia puente aereo de las 8am son las 8 30 y aqui seguimos enganchados al finger pueden hacer su trabajo y volar a madrid ya devuelven el dinero indemnizan compensan responden ibplusoro,[],['Iberia'],['ibplusoro'],['iberia'],30,0,0,2,0,5,186
942498358958198786,negative,iberia han volado cn su compania 1experiencia unica xasus pasajeros se l recomiendo xa qtomen note y empiecen a mejorar cosas no tdo vale,[],['Iberia'],[],['iberia'],21,0,0,0,2,1,137
937621511740858369,neutral,desde el 18 de noviembre envie todos mis documentos por mail y confirme de recibidos,[],[],[],[],15,0,0,0,0,0,84
933364272263921666,positive,el canal smithsonian reconstruye en video el accidente aereo de spanair en barajas el mas mortifero en espana en ,[],[],[],[],20,0,0,0,0,0,113
925024889840525312,negative,lo peor del asunto e q iberia miente un dia te dicen q ya llego a londres y otro q todavia esta en madrid crei q eran mas confiables,[],['Iberia'],[],['iberia'],29,0,0,0,0,0,132
935880009708863490,neutral,representante de iberia anuncia su llegada a nicaragua durante reunion con representantes de gobierno y del sector privado pic twitter com y9o4en30jv,[],[],"['IBERIA', 'Nicaragua']",['iberia'],18,1,7,0,0,0,149
924018123363225600,negative,viajar con ryanair seria como otra aerolinea cualquiera si no fuera por lo plastas que son con las ventas a bordo y el altavoz a todo taco,[],[],['ryanair'],['ryanair'],27,0,0,0,0,0,138
949065772978098178,negative,llego a santo domingo y espero mas de una hora por mis maletas 2 y resulta que como iberia ha tenido esa escala tan corta no ha cambiado las maletas de avion pero nadie avisa te dejan esperando sera para darte una sorpresa,[],['Iberia'],[],['iberia'],43,0,0,0,0,0,222
948810179876999168,neutral,a por el primero del ano london iberiapic twitter com hwzbqekwu4,[],['Iberiapic.twitter.com/HWzbqEkwU4'],['London'],[],8,1,1,0,1,0,64
931526363370094593,neutral,ryanair busca convertirse en el amazon de los viajes desde sus oficinas en madrid,[],[],[],['ryanair'],15,0,0,0,0,0,81
943070751183327233,neutral,los trabajadores de tierra de ryanair ya no iran a la huelga este 30 de diciembre,[],[],[],['ryanair'],16,0,0,0,0,0,81
940982349986111488,negative,si siguen mirando el historial tambien les contacte hace meses preguntando por esos 2000 que me robaron y nunca me contestarona,[],[],[],[],21,0,0,0,0,0,127
940603307084697600,positive,iberia plus cumple 25 anos queremos celebrarlo contigo de una manera muy especial elige tu numero favorito y preparate para ganar ,[],[],[],['iberia'],21,0,0,1,1,0,130
935543002981978112,neutral, contrateis nada con attcliente veci dan un servicio de atencion al cliente pesimo y entre ellos e iberia se ,[],"['AttCliente_VECI', 'Iberia']",[],['iberia'],21,0,0,0,0,0,109
923927106786156546,negative,anair retrasa hasta el 15 enero su cambio en la politica de equipaje de mano,[],[],[],[],16,0,0,0,0,0,76
948654857161969666,negative,ui seguimos ryanair seguimos esperando va a manifestarse alguien ,[],['Ryanair.'],[],['ryanair'],10,0,0,0,0,1,65
941057492527788032,negative,rt por favor pasajeros que iberia les demora la devolucion del dinero jodamoslos retuiteemos y compartamos en redes entre todos para que les podamos joder la mayor cantidad de ventas posibles iberia no cumple que otros puedan elegir otras aerolineas ,[],[],[],"['iberia', 'iberia']",40,39,215,0,0,1,250
948984665502822407,neutral,aena hola puedo transportar nutella en mi equipaje viajo con iberia gracias ,[],['aena'],[],['iberia'],12,0,0,0,2,1,76
946082332947243009,neutral,hola iberia al hacer el c in desde la app me manda por email la tarjeta en formato wallet pass y no pass book para ios que puedo hacer para que me la envie en el formato correcto gracias ,[],['Iberia'],[],['iberia'],38,0,0,0,1,1,187
948666188984471558,negative,esto de las aerolineaslowcost no estara llegando demasiado lejos ,"['1f92a', '1f92a', '1f92a']",[],['AerolineasLowCost'],[],10,0,0,0,0,1,65
936245953123770368,neutral,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],19,0,0,0,1,0,108
941265260383784960,negative,el personal de tierra de ryanair en espana convoca huelga para el 30 de diciembre,[],[],[],['ryanair'],15,0,0,0,0,0,81
942763888260599810,negative,pero vosotros os podeis creer que pago un vuelo de iberia para sentarme en el unico asiento roto que tienen ,[],[],[],['iberia'],20,0,0,0,0,4,108
940577751324676099,positive,iberia plus cumple 25 anos queremos celebrarlo contigo de una manera muy especial elige tu numero favorito y preparate para ganar ,[],[],[],['iberia'],22,0,0,1,1,0,130
940648925266137090,negative,impresionante la mierda que puede ser a veces viajar con iberia cojo el avion con tiempo y reserva de asiento llego al embarque y me dicen que hay un error y que tengo suerte porque me meten en el culo del avion donde entro a presion 1 2 ,[],[],['iberia.'],['iberia'],47,0,0,0,0,0,238
937446213384855560,negative,creo que lo dejaron queriendo para que los duenos de ryanair se lo metan por el culo merecer se lo merecen me da a mi ,[],[],[],['ryanair'],25,0,0,1,0,0,118
942738980147212288,neutral,los pilotos de ryanair desconvocan la huelga tras ver reconocidos sus sindicatos,[],[],[],['ryanair'],12,0,0,0,0,0,80
942851937057120256,negative,apoyo incondicional aqui unos que llevamos 7 horas en el aeropuerto 4 de retraso ,[],[],[],[],14,0,0,1,0,0,81
938062107790241794,positive,iberia expandira en verano su frecuencia de vuelos a puertorico,[],[],"['Iberia', 'PuertoRico']",['iberia'],11,0,0,0,0,0,63
941241231925039104,negative, de septiembre de 1927 iberia inaugura la linea aerea madrid barcelona felices 90 anos volando por muchos mas,[],['Iberia'],[],['iberia'],19,0,0,0,0,0,109
941057164080222209,negative,rt por favor pasajeros que iberia les demora la devolucion del dinero jodamoslos retuiteemos y compartamos en redes entre todos para que les podamos joder la mayor cantidad de ventas posibles iberia no cumple que otros puedan elegir otras aerolineas ,[],[],[],"['iberia', 'iberia']",40,39,215,0,0,1,250
937043236450979842,neutral,con iberia mi destino a un solo click deseadme suerte holacolombia hola 79 destinos europeos al mejor precio,[],"['Iberia,']",['HolaColombia.'],['iberia'],18,0,0,0,1,0,108
941666822750949376,negative,chrome 56 y las ultimas versiones de firefox y safari mac la web principal no inicia sesion despues de introducir las credenciales pero tampoco da ningun error ,[],[],[],[],27,0,0,0,0,0,160
941731100010848256,negative,iberia si no me responden los demandao level es la peor porqueria e iberia no se hace cargo,[],['Iberia'],[],"['iberia', 'level', 'iberia']",18,3,13,0,0,0,91
948211168572780545,neutral,latam arg hola puedo sumar km con los vuelos de iberia en la pagina no me permite adresse pendientes,[],['LATAM_ARG'],[],['iberia'],18,1,10,0,0,1,100
